a	x0	beta	xi
40.803691357731864	42.9952704343552	0.0005623413251903491	0.95
59.073000568839035	61.321618563719774	0.00031622776601683794	0.95
85.71838120308053	88.01493583018117	0.00017782794100389227	0.95
124.63811482517829	126.97447722072073	0.0001	0.95
178.54829535238432	180.9767483748115	5.623413251903491e-05	0.95
412.9518304170394	413.91312234276006	3.1622776601683795e-05	0.95
1.722008256102836	2.96475900832642	0.1	0.9
2.457910199139573	3.8082439913649924	0.05623413251903491	0.9
3.493911736199098	4.95260722026975	0.03162277660168379	0.9
4.93958156336534	6.514046110329847	0.01778279410038923	0.9
6.961171653201915	8.65964682033441	0.01	0.9
9.89126654332771	11.699727798719476	0.005623413251903491	0.9
14.058995772063511	15.977708416462313	0.0031622776601683794	0.9
19.994883585617007	22.02392669717004	0.0017782794100389228	0.9
28.457678356854142	30.597185838393646	0.001	0.9
41.11487595010444	43.320212039626554	0.0005623413251903491	0.9
59.546730130613824	61.80814023298176	0.00031622776601683794	0.9
85.10576928334504	87.46667371948016	0.00017782794100389227	0.9
123.72474754402293	126.12761693383482	0.0001	0.9
180.19329851506987	182.6307788203463	5.623413251903491e-05	0.9
400.4496183797107	401.5356071704181	3.1622776601683795e-05	0.9
1.7238858749310029	2.9956867584119116	0.1	0.85
2.454858203678377	3.8356926577661623	0.05623413251903491	0.85
3.484479753442837	4.975781596277528	0.03162277660168379	0.85
4.921960722471239	6.531542725837076	0.01778279410038923	0.85
6.9321201462343645	8.668712440765754	0.01	0.85
9.844571927851772	11.69458676040284	0.005623413251903491	0.85
13.986051007338355	15.950030148201398	0.0031622776601683794	0.85
19.881961191147884	21.96027769872321	0.0017782794100389228	0.85
28.664374948981376	30.817588865373004	0.001	0.85
40.85060252086598	43.11271166267408	0.0005623413251903491	0.85
59.149998101809814	61.470955021826015	0.00031622776601683794	0.85
85.84304310701654	88.21347914945062	0.00017782794100389227	0.85
124.83698147344717	127.24852295248613	0.0001	0.85
178.8288458340675	181.3345496090767	5.623413251903491e-05	0.85
386.1009696589549	387.3076859123527	3.1622776601683795e-05	0.85
1.7358334383079614	3.0295252985619725	0.1	0.8
2.468078186108726	3.8701021873513746	0.05623413251903491	0.8
3.4755847515261156	4.9981728494491895	0.03162277660168379	0.8
4.905278738257817	6.548650078463351	0.01778279410038923	0.8
6.969009302719848	8.723735394436494	0.01	0.8
9.799676837978001	11.689992452329061	0.005623413251903491	0.8
14.07462371439489	16.05397067250015	0.0031622776601683794	0.8
20.019632261636826	22.11159349261735	0.0017782794100389228	0.8
28.496160300264602	30.70093789392224	0.001	0.8
41.17747035313958	43.4499830244503	0.0005623413251903491	0.8
58.75586608870427	61.13578816371431	0.00031622776601683794	0.8
85.25345010235051	87.6853215359414	0.00017782794100389227	0.8
123.95810597598582	126.43318061968775	0.0001	0.8
180.55716671948804	183.06788981316186	5.623413251903491e-05	0.8
322.7477252608836	324.5185207984251	3.1622776601683795e-05	0.8
1.7370738626817468	3.057585582813	0.1	0.75
2.464922666659867	3.8951367544870505	0.05623413251903491	0.75
3.492851374178715	5.034641743897927	0.03162277660168379	0.75
4.930281941343256	6.591768431756592	0.01778279410038923	0.75
6.942326251370593	8.732505298937228	0.01	0.75
9.858702778226043	11.764309606134884	0.005623413251903491	0.75
14.007303953415946	16.028994933421973	0.0031622776601683794	0.75
19.914456535454722	22.052698237381602	0.0017782794100389228	0.75
28.71650950913694	30.931574003098326	0.001	0.75
40.92855524203868	43.25471027862593	0.0005623413251903491	0.75
59.27426813093222	61.66081196037357	0.00031622776601683794	0.75
86.0390723791687	88.47640151416029	0.00017782794100389227	0.75
123.08054209513897	125.6187873608435	0.0001	0.75
179.2516990105095	181.82741312557525	5.623413251903491e-05	0.75
295.7064580281529	297.80775904004196	3.1622776601683795e-05	0.75
1.7384164946729987	3.0845377885788423	0.1	0.7
2.462209993998644	3.919351243537706	0.05623413251903491	0.7
3.484920472437077	5.055551457206426	0.03162277660168379	0.7
4.915476857375423	6.608151010078127	0.01778279410038923	0.7
6.917489755355744	8.741751220094724	0.01	0.7
9.81836018838722	11.761347928099399	0.005623413251903491	0.7
13.943171664252361	16.005901812381385	0.0031622776601683794	0.7
20.06353967629777	22.211983683371965	0.0017782794100389228	0.7
28.562252218532656	30.82552629316885	0.001	0.7
41.282230084938476	43.614781788286514	0.0005623413251903491	0.7
58.90674234700938	61.348772068058466	0.00031622776601683794	0.7
85.48939916775541	87.98456186464247	0.00017782794100389227	0.7
124.32364937083692	126.86300141870431	0.0001	0.7
181.11822705613255	183.69404316615785	5.623413251903491e-05	0.7
288.9740612669244	291.2042582680765	3.1622776601683795e-05	0.7
1.739955891685041	3.110502944704644	0.1	0.65
2.4600545781897543	3.9428698581986352	0.05623413251903491	0.65
3.4780176322025214	5.076152896666585	0.03162277660168379	0.65
4.902219619891271	6.624685750489925	0.01778279410038923	0.65
6.959215489794038	8.79741180811674	0.01	0.65
9.88336037483121	11.838534245614007	0.005623413251903491	0.65
14.044477563632443	16.117386497679313	0.0031622776601683794	0.65
19.9703712835219	22.161585532778215	0.0017782794100389228	0.65
28.413295457323898	30.723594385851825	0.001	0.65
41.05763992641511	43.44002341023536	0.0005623413251903491	0.65
59.47571106040456	61.919626644665335	0.00031622776601683794	0.65
84.94665418797042	87.49890577790062	0.00017782794100389227	0.65
123.51372657071109	126.11221380390215	0.0001	0.65
179.9132628356304	182.54993549626437	5.623413251903491e-05	0.65
300.99500831675545	303.113858970082	3.1622776601683795e-05	0.65
1.7417927756518286	3.135596472097638	0.1	0.6
2.4738785944586374	3.973517558885604	0.05623413251903491	0.6
3.472303000799396	5.0965836581792345	0.03162277660168379	0.6
4.931017801233314	6.667601730094625	0.01778279410038923	0.6
6.938985272579188	8.808201428936265	0.01	0.6
9.849952430365132	11.839164598968692	0.005623413251903491	0.6
13.990339831554959	16.100695004309497	0.0031622776601683794	0.6
19.882630226712983	22.115163990281587	0.0017782794100389228	0.6
28.67147597216447	30.98509387623769	0.001	0.6
40.84089487012139	43.27188803861863	0.0005623413251903491	0.6
59.150209762386346	61.64522519088093	0.00031622776601683794	0.6
85.86427651664317	88.4131855215891	0.00017782794100389227	0.6
124.89689970881801	127.49062074708768	0.0001	0.6
181.98877968102036	184.6194878717454	5.623413251903491e-05	0.6
291.91275523309974	294.1742536109224	3.1622776601683795e-05	0.6
1.753379072490048	3.1639411127247667	0.1	0.55
2.4729835164537453	3.9958895895155924	0.05623413251903491	0.55
3.4927964669427256	5.131335862722301	0.03162277660168379	0.55
4.921495375801221	6.684896239020817	0.01778279410038923	0.55
6.921659284513996	8.820288853915043	0.01	0.55
9.82051310016536	11.842095407121255	0.005623413251903491	0.55
13.94130496723157	16.087442182823025	0.0031622776601683794	0.55
20.062005875019402	22.297805951685774	0.0017782794100389228	0.55
28.547159390708593	30.903299874495648	0.001	0.55
41.26494605994157	43.69387116131903	0.0005623413251903491	0.55
58.8365300248459	61.38134902067302	0.00031622776601683794	0.55
85.39445098289715	87.99533040074795	0.00017782794100389227	0.55
124.19581008298134	126.84334263146944	0.0001	0.55
180.94575911211314	183.63182120653414	5.623413251903491e-05	0.55
287.51508156176806	289.8755921781085	3.1622776601683795e-05	0.55
1.7560106346015358	3.1875802516169065	0.1	0.5
2.4731767353318586	4.018002380532914	0.05623413251903491	0.5
3.4899841811276437	5.151841148738293	0.03162277660168379	0.5
4.914493258074722	6.703069886874045	0.01778279410038923	0.5
6.97348570111111	8.880796865051014	0.01	0.5
9.79564651178505	11.847781418663011	0.005623413251903491	0.5
14.066830261545851	16.21628908141182	0.0031622776601683794	0.5
19.995490279190278	22.267831124055686	0.0017782794100389228	0.5
28.432774379202225	30.829652633771833	0.001	0.5
41.092104094968725	43.564201988854734	0.0005623413251903491	0.5
59.535369575449025	62.07171954605165	0.00031622776601683794	0.5
86.45156906393895	89.04197138836746	0.00017782794100389227	0.5
123.52117246389642	126.22110001752476	0.0001	0.5
179.9407384742313	182.6807491544588	5.623413251903491e-05	0.5
280.03146071365154	282.52285914958685	3.1622776601683795e-05	0.5
1.7594275577703538	3.210741869342717	0.1	0.45
2.474695977050428	4.040021200075548	0.05623413251903491	0.45
3.4892480896058498	5.172812374812458	0.03162277660168379	0.45
4.910477404836356	6.722444586844058	0.01778279410038923	0.45
6.964572807542474	8.897321324848749	0.01	0.45
9.884274319095448	11.939917040649606	0.005623413251903491	0.45
14.035854850084046	16.216109605636667	0.0031622776601683794	0.45
19.93924747867223	22.24591648089253	0.0017782794100389228	0.45
28.760371733626148	31.15072207696028	0.001	0.45
40.93641282596402	43.449557999075594	0.0005623413251903491	0.45
59.30101726941926	61.880488728748155	0.00031622776601683794	0.45
86.10066391196956	88.73597746070867	0.00017782794100389227	0.45
125.26421376251967	127.94596459149558	0.0001	0.45
182.55399676754377	185.2740895048896	5.623413251903491e-05	0.45
277.1939322127504	279.7641887635882	3.1622776601683795e-05	0.45
1.7638629067212233	3.233579301582512	0.1	0.4
2.4778630483671495	4.062152193963224	0.05623413251903491	0.4
3.4910472369243037	5.194548288572579	0.03162277660168379	0.4
4.9100964699835705	6.743459771109455	0.01778279410038923	0.4
6.96094290799199	8.916884268712733	0.01	0.4
9.874716814710137	11.955784476978105	0.005623413251903491	0.4
14.014844446441922	16.223304716583545	0.0031622776601683794	0.4
19.895676909890597	22.234067282114385	0.0017782794100389228	0.4
28.693560748033754	31.11768064229577	0.001	0.4
41.49090463523775	43.989447436012384	0.0005623413251903491	0.4
59.097953239075565	61.71788908875879	0.00031622776601683794	0.4
85.79578858598927	88.473266948839	0.00017782794100389227	0.4
124.80859185987212	127.53395099336072	0.0001	0.4
181.875381530606	184.6402939981206	5.623413251903491e-05	0.4
270.5383845798772	273.2333818993764	3.1622776601683795e-05	0.4
1.7605435914050798	3.2522918965105574	0.1	0.35
2.4831342826558718	4.084670589587029	0.05623413251903491	0.35
3.496040529279791	5.217465776219473	0.03162277660168379	0.35
4.91429109726798	6.766746323659042	0.01778279410038923	0.35
6.963976326072985	8.940477087816982	0.01	0.35
9.874546461636253	11.97811741630964	0.005623413251903491	0.35
14.006570622504944	16.24010805592074	0.0031622776601683794	0.35
20.161629232981973	22.48816433792401	0.0017782794100389228	0.35
28.6510859689997	31.10551392823068	0.001	0.35
41.42613968644811	43.956581331210714	0.0005623413251903491	0.35
60.044916615731616	62.64024277843883	0.00031622776601683794	0.35
85.55176203983679	88.26790006104262	0.00017782794100389227	0.35
124.44281347118297	127.20815807988008	0.0001	0.35
181.32931117992567	184.1353238565686	5.623413251903491e-05	0.35
264.5878059651777	267.42751153628836	3.1622776601683795e-05	0.35
1.768011797120483	3.275029720303093	0.1	0.3
2.4911864366511502	4.107969191386827	0.05623413251903491	0.3
3.5052148702854034	5.242180243581207	0.03162277660168379	0.3
4.924485425116088	6.793257394300009	0.01778279410038923	0.3
6.9757798304172995	8.96961947426477	0.01	0.3
9.886825928991472	12.009272383292531	0.005623413251903491	0.3
14.015369210839351	16.2700378195285	0.0031622776601683794	0.3
20.173753575599395	22.52252738343917	0.0017782794100389228	0.3
28.641844896386857	31.122094856522153	0.001	0.3
41.411024168705694	43.968523643045444	0.0005623413251903491	0.3
60.0215556168369	62.645014511675804	0.00031622776601683794	0.3
87.19076702255016	89.86968462568679	0.00017782794100389227	0.3
126.90706492128868	129.63205272693392	0.0001	0.3
180.9709436218717	183.81300130429415	5.623413251903491e-05	0.3
264.0513954505612	266.9279673250904	3.1622776601683795e-05	0.3
1.7688578798294268	3.294183795533543	0.1	0.25
2.4873849089770954	4.12450716891832	0.05623413251903491	0.25
3.4934337792675523	5.253934446118989	0.03162277660168379	0.25
4.942965255541368	6.824529475250089	0.01778279410038923	0.25
6.999754950052524	9.006784378646936	0.01	0.25
9.916547348664585	12.053123325085053	0.005623413251903491	0.25
14.04840372338291	16.318953034684274	0.0031622776601683794	0.25
20.222509971870718	22.587608954905576	0.0017782794100389228	0.25
28.6808881311118	31.18081484656008	0.001	0.25
41.46833624332677	44.046213110829875	0.0005623413251903491	0.25
60.106641873832125	62.75107634401647	0.00031622776601683794	0.25
87.31776622668544	90.01816181834332	0.00017782794100389227	0.25
127.09682856124277	129.84371434229425	0.0001	0.25
185.30193552839475	188.08721132184857	5.623413251903491e-05	0.25
263.9367816932583	266.8427164866283	3.1622776601683795e-05	0.25
1.7820714588662232	3.3182134545158877	0.1	0.2
2.5043296394562993	4.151169537586207	0.05623413251903491	0.2
3.5156404787102593	5.285008417199948	0.03162277660168379	0.2
4.9736815440363324	6.863244773523103	0.01778279410038923	0.2
7.041813589371139	9.056317773022506	0.01	0.2
9.972471708416169	12.116540956520694	0.005623413251903491	0.2
14.118422832639874	16.397378436629918	0.0031622776601683794	0.2
20.327376360714204	22.70032624663785	0.0017782794100389228	0.2
28.79561785239055	31.306205423345407	0.001	0.2
41.63962927813747	44.22802394841178	0.0005623413251903491	0.2
60.36290408590687	63.017702809752656	0.00031622776601683794	0.2
87.70115477735003	90.41176186253578	0.00017782794100389227	0.2
127.66954398338186	130.42650287848122	0.0001	0.2
186.15492509208238	188.9501673498209	5.623413251903491e-05	0.2
271.7723289173057	274.59939455182536	3.1622776601683795e-05	0.2
